VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
4425,MARTIGNETTI COMPANIES,24288,Olivier & Lafont Ventoux Bl,7.14,10.99,750.0,623,4448.22,512.0,5626.88,3516.8,56.82,144929.24,1178.6599999999999,20.946954617834393,0.8218298555377207,1.264973405092374
10754,PERFECTA WINES,15650,Cuvee de Pena Rose,7.84,11.99,750.0,567,4445.28,327.0,3889.73,2116.23,36.33,28720.52,-555.5499999999997,-14.282482331678542,0.5767195767195767,0.8750247453478747
90047,CRUSH WINES,23218,Tangent Chard,6.7,9.99,750.0,663,4442.1,2145.0,21428.55,9810.18,239.1,1457.73,16986.449999999997,79.27017927017927,3.235294117647059,4.82396839332748
4425,MARTIGNETTI COMPANIES,13064,Peter Michael MaBelleFille C,56.77,87.99,750.0,78,4428.06,6.0,599.94,99.99,0.68,144929.24,-3828.1200000000003,-638.083808380838,0.07692307692307693,0.13548596902480997
9552,M S WALKER INC,27749,Wind Gap 13 Syrah Sonoma,26.31,39.99,750.0,168,4420.08,4.0,159.96,39.99,0.45,55551.82,-4260.12,-2663.2408102025506,0.023809523809523808,0.03618939023728077
9744,FREDERICK WILDMAN & SONS,45602,Luigi Bosca RSV Pnt Nr,13.07,19.99,750.0,338,4417.66,284.0,4015.16,2448.81,31.52,3999.93,-402.5,-10.024507118022695,0.8402366863905325,0.9088884160392606
8892,TRINCHERO FAMILY ESTATES,41032,Folie A Deux Amador Znfdl,11.56,16.99,750.0,382,4415.92,384.0,6524.16,4383.419999999999,42.550000000000004,11595.97,2108.24,32.314351579360405,1.0052356020942408,1.4774180691679197
4380,CHARLES JACQUIN ET CIE INC,26435,Savory & James Fino Sherry,6.7,9.99,750.0,658,4408.6,274.0,2737.26,2377.62,30.17,1675.39,-1671.3400000000001,-61.05886908806617,0.41641337386018235,0.6208909858004809
9819,TREASURY WINE ESTATES,17945,Ch St Jean Soiree Red,6.53,9.99,750.0,674,4401.22,670.0,9003.3,6256.35,74.23,14836.57,4602.079999999999,51.11547987959969,0.9940652818991098,2.0456373460086064
3252,E & J GALLO WINERY,25958,DarkHorse Rose,5.4,7.99,750.0,815,4401.0,815.0,6511.85,3323.84,90.74000000000001,61966.91,2110.8500000000004,32.415519399249064,1.0,1.4796296296296296
6213,MHW LTD,4696,Blue Chair Bay Banana Rum,13.17,18.99,750.0,334,4398.78,724.0,10761.76,7054.32,570.6800000000001,9621.58,6362.9800000000005,59.12583071913888,2.1676646706586826,2.44653290230473
9552,M S WALKER INC,26592,Broadside Margarita 13 Cab S,13.07,19.99,750.0,336,4391.5199999999995,149.0,2978.5099999999998,1639.1799999999998,16.56,55551.82,-1413.0099999999998,-47.4401630345374,0.44345238095238093,0.6782412467664954
6359,OLE SMOKY DISTILLERY LLC,1762,Ole Smoky Blue Flame,14.07,18.99,750.0,312,4389.84,328.0,5626.719999999999,3872.7499999999995,258.5,1922.0,1236.8799999999992,21.982256092359304,1.0512820512820513,1.2817596996701472
4425,MARTIGNETTI COMPANIES,33953,L Bernard Cotes du Rhone,7.99,11.99,750.0,549,4386.51,579.0,7248.21,4840.13,64.12,144929.24,2861.7,39.4814719772192,1.0546448087431695,1.65238652140312
4425,MARTIGNETTI COMPANIES,35380,Liberty School Chard Cntrl C,8.6,15.99,750.0,510,4386.0,796.0,10340.04,6170.25,88.33,144929.24,5954.040000000001,57.582369120428936,1.5607843137254902,2.357510259917921
6785,PALM BAY INTERNATIONAL INC,27095,Bertani Villa Arvedi Amarone,20.4,29.99,750.0,215,4386.0,133.0,3988.67,1049.6499999999999,14.89,13605.41,-397.3299999999999,-9.96146585202586,0.6186046511627907,0.9094094847241222
9165,ULTRA BEVERAGE COMPANY LLP,2049,Loch Lomond Single Grain Sco,20.28,27.99,750.0,216,4380.4800000000005,2.0,55.98,27.99,1.57,68054.7,-4324.500000000001,-7725.080385852092,0.009259259259259259,0.012779421433267586
9552,M S WALKER INC,25690,Cepa 21 Ribera Duero 06 Tnto,11.68,17.99,750.0,375,4380.0,373.0,6710.2699999999995,2680.5099999999998,41.63,55551.82,2330.2699999999995,34.72691858896885,0.9946666666666667,1.532025114155251
480,BACARDI USA INC,4025,Bacardi Oakheart Spiced Rum,1.37,1.79,50.0,3197,4379.89,4761.0,8522.19,4043.61,244.78,89286.27,4142.3,48.606050792108604,1.4892086330935252,1.9457543454287665
9165,ULTRA BEVERAGE COMPANY LLP,25738,Mas De Daumas Gassac Red 13,24.99,37.99,750.0,175,4373.25,57.0,2165.43,949.75,6.34,68054.7,-2207.82,-101.95757886424406,0.32571428571428573,0.4951534899674155
5992,MCCORMICK DISTILLING CO,978,Ron Rio Silver Rum,5.3,6.99,1000.0,825,4372.5,842.0,5885.58,1642.65,884.1,1567.85,1513.08,25.708256450511247,1.0206060606060605,1.3460445969125214
1590,DIAGEO CHATEAU ESTATE WINES,18822,Sterling Carneros Pnt Nr,13.33,19.99,750.0,328,4372.24,434.0,8924.66,5396.379999999999,48.18,7259.75,4552.42,51.009450219952356,1.3231707317073171,2.0412099976213565
653,STATE WINE & SPIRITS,23801,Boya Pnt Nr,10.66,19.99,750.0,410,4370.6,458.0,7323.42,3821.61,50.9,8014.9800000000005,2952.8199999999997,40.32023289665211,1.1170731707317074,1.675609756097561
3252,E & J GALLO WINERY,43193,Dancing Bull Zabaco Cab Svgn,5.19,7.99,750.0,842,4369.9800000000005,777.0,6658.2300000000005,3540.83,86.37,61966.91,2288.25,34.36724174442757,0.9228028503562945,1.5236293987615503
8673,STE MICHELLE WINE ESTATES,18565,Red Diamond Pnt Nr,5.95,11.99,750.0,734,4367.3,722.0,7018.78,3524.27,80.35000000000001,15919.7,2651.4799999999996,37.776935592795326,0.9836512261580381,1.607121104572619
4425,MARTIGNETTI COMPANIES,25105,EnRoute Chard Brumaire RRV,30.32,46.99,750.0,144,4366.08,132.0,6202.68,2960.3700000000003,14.700000000000001,144929.24,1836.6000000000004,29.60978157828552,0.9166666666666666,1.4206519349164468
4425,MARTIGNETTI COMPANIES,36483,Tommasi Amarone,39.99,59.99,750.0,109,4358.91,82.0,5299.18,3529.45,9.09,144929.24,940.2700000000004,17.743688646167904,0.7522935779816514,1.2157121849269659
172662,SWEETWATER FARM,4215,Kingfish Silver Rum,19.4,25.99,750.0,224,4345.6,121.0,3144.79,2495.04,95.43,178.34,-1200.8100000000004,-38.18410768286596,0.5401785714285714,0.7236722201767304
9552,M S WALKER INC,10606,Parducci Cab Svgn,7.58,10.99,750.0,573,4343.34,573.0,6620.27,4473.13,63.47,55551.82,2276.9300000000003,34.39331024263361,1.0,1.5242348054722863
9552,M S WALKER INC,23420,Dom D'Andezon CdRhone Red,8.27,12.99,750.0,525,4341.75,542.0,7171.58,4993.22,59.94,55551.82,2829.83,39.45894767959083,1.0323809523809524,1.6517717510220533
4425,MARTIGNETTI COMPANIES,15940,Bongiovanni Barolo,32.89,49.99,750.0,132,4341.4800000000005,44.0,2199.56,1499.7,4.87,144929.24,-2141.9200000000005,-97.37947589517906,0.3333333333333333,0.5066382892469848
4425,MARTIGNETTI COMPANIES,26852,Eric Kent Sascha Marie Pnt N,32.89,49.99,750.0,132,4341.4800000000005,22.0,1099.78,499.90000000000003,2.45,144929.24,-3241.7000000000007,-294.75895179035814,0.16666666666666666,0.2533191446234924
10754,PERFECTA WINES,17020,Maipe Malbec Mendoza,7.14,10.99,750.0,608,4341.12,582.0,6630.18,4196.3,64.52,28720.52,2289.0600000000004,34.52485452883632,0.9572368421052632,1.527297103051747
2242,DELICATO VINEYARDS INC,15251,Bota Mini Cab Svgn,2.73,3.99,500.0,1588,4335.24,1577.0,6292.2300000000005,3307.71,120.36,7982.65,1956.9900000000007,31.101692086907196,0.993073047858942,1.4514144545630694
1128,BROWN-FORMAN CORP,5005,Woodford Reserve Derby,33.57,44.99,1000.0,129,4330.53,124.0,5578.76,3554.21,130.20000000000002,68601.68,1248.2300000000005,22.374685413962965,0.9612403100775194,1.288239545736896
9165,ULTRA BEVERAGE COMPANY LLP,1073,Straw Boys Poitin,25.73,34.99,750.0,168,4322.639999999999,0.0,0.0,0.0,0.0,68054.7,-4322.639999999999,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,37152,Montes Alpha Apalta Cab Svgn,12.9,20.99,750.0,335,4321.5,318.0,6590.82,3525.31,35.370000000000005,144929.24,2269.3199999999997,34.431527488233634,0.9492537313432836,1.5251232211037833
9819,TREASURY WINE ESTATES,26058,Matua Rose Wine,9.93,14.99,750.0,435,4319.55,407.0,6100.93,2788.14,45.33,14836.57,1781.38,29.198499245197045,0.9356321839080459,1.412399439756456
3252,E & J GALLO WINERY,22395,Allegrini La Poja,59.99,89.99,750.0,72,4319.28,5.0,449.95,449.95,0.55,61966.91,-3869.33,-859.9466607400823,0.06944444444444445,0.10417245466837066
6785,PALM BAY INTERNATIONAL INC,33206,Bodegas Faustino V RSV Rioj,10.66,15.99,750.0,405,4317.3,373.0,6259.2699999999995,3296.0299999999997,41.44,13605.41,1941.9699999999993,31.02550297398897,0.9209876543209876,1.4498112246079724
4425,MARTIGNETTI COMPANIES,24291,Dom Fond Croze La Croix Coq,11.99,17.99,750.0,360,4316.4,768.0,13816.32,6530.369999999999,85.52,144929.24,9499.92,68.75868538076709,2.1333333333333333,3.2008896302474286
4848,LAIRD & CO,5245,Le Reviseur XO Cognac,71.94,99.99,750.0,60,4316.4,2.0,199.98,199.98,1.58,1043.69,-4116.42,-2058.4158415841584,0.03333333333333333,0.0463302752293578
90010,VINEXTRA INC,27558,Donatella Cinelli Colombini,35.94,54.99,750.0,120,4312.799999999999,0.0,0.0,0.0,0.0,524.94,-4312.799999999999,-inf,0.0,0.0
10754,PERFECTA WINES,25201,Ch Croix de Jaugue St Emilio,12.41,18.99,750.0,347,4306.2699999999995,344.0,6532.5599999999995,3665.0699999999997,38.18,28720.52,2226.29,34.07990129443893,0.9913544668587896,1.5169880197943928
17035,PERNOD RICARD USA,36859,Brancott Pnt Nr Marlboro,6.62,12.99,750.0,650,4303.0,604.0,6295.96,3494.71,67.12,123780.22,1992.96,31.65458484488466,0.9292307692307692,1.4631559377178713
7153,PINE STATE TRADING CO,8254,Mateus Rose,9.53,14.49,1500.0,451,4298.03,410.0,5940.9,3260.25,91.49,15884.82,1642.87,27.653554175293305,0.9090909090909091,1.3822379089955166
4425,MARTIGNETTI COMPANIES,23114,Patz & Hall Pnt Nr Sonoma Cs,26.84,39.99,750.0,160,4294.4,137.0,5478.63,3959.01,15.13,144929.24,1184.2300000000005,21.615440356439482,0.85625,1.2757614567809241
1392,CONSTELLATION BRANDS INC,17912,Thorny Rose Cab Svgn,6.16,8.99,750.0,697,4293.52,655.0,6146.45,4278.45,72.54,79528.99,1852.9299999999994,30.146344637961743,0.93974175035868,1.4315643108684715
5992,MCCORMICK DISTILLING CO,2440,Platte Valley Fireshine,13.17,19.99,750.0,326,4293.42,643.0,9832.57,7671.04,507.2,1567.85,5539.15,56.334712084429604,1.9723926380368098,2.2901486460677036
9819,TREASURY WINE ESTATES,12450,Cellar No 8 Pnt Nr,5.22,7.99,750.0,822,4290.84,815.0,7572.85,3776.87,90.72,14836.57,3282.01,43.339165571746435,0.9914841849148418,1.7648875278500247
17032,JEWELL TOWNE VINEYARDS,42115,Jewell Towne Cab Svgn NH,9.66,14.49,750.0,444,4289.04,204.0,3787.96,3125.79,22.53,283.61,-501.0799999999999,-13.228228386783385,0.4594594594594595,0.8831719918676441
2396,BLACK PRINCE DISTILLERY INC,3079,Devils Spring Vodka,10.21,15.99,750.0,420,4288.2,728.0,9492.72,5375.97,573.48,30.98,5204.5199999999995,54.82643541577124,1.7333333333333334,2.213684063243319
1587,VINEYARD BRANDS INC,45330,Cono Sur Cab Svgn Cntrl Vly,4.63,6.99,750.0,926,4287.38,847.0,7066.53,3397.9,94.29,6070.09,2779.1499999999996,39.328354935166196,0.9146868250539957,1.6482163932284983
7245,PROXIMO SPIRITS INC.,3792,Jose Cuervo La Familia Rsv,71.42,99.99,750.0,60,4285.2,71.0,7099.29,4299.57,55.92,38994.78,2814.09,39.639034325967806,1.1833333333333333,1.6566998039764773
9165,ULTRA BEVERAGE COMPANY LLP,25737,Mas De Daumas Gassac 15 Rose,12.07,17.99,750.0,355,4284.85,270.0,4857.3,2482.62,30.04,68054.7,572.4499999999998,11.785354003252833,0.7605633802816901,1.1335986090528256
9552,M S WALKER INC,35709,Colosi Sicilia Dry Red,7.09,10.99,750.0,604,4282.36,575.0,6647.25,4124.4400000000005,63.82,55551.82,2364.8900000000003,35.57696791906428,0.9519867549668874,1.5522398864177698
1392,CONSTELLATION BRANDS INC,779,Svedka Raspberry Vodka,9.55,12.99,1000.0,448,4278.4,364.0,4728.36,2546.04,382.2,79528.99,449.96000000000004,9.516195890329842,0.8125,1.1051701570680628
516,BANFI PRODUCTS CORP,8366,Bolla Bardolino,5.84,8.99,750.0,732,4274.88,637.0,5894.63,4039.65,70.49,8510.41,1619.75,27.478399831711236,0.8702185792349727,1.3788995246650197
1601,VRANKEN AMERICA,25264,Pommery Falltime Extra Dry C,20.54,32.99,750.0,208,4272.32,480.0,15589.2,4915.4800000000005,53.65,1048.97,11316.880000000001,72.59436019808587,2.3076923076923075,3.6488839787281857
516,BANFI PRODUCTS CORP,29650,C Y Toro Frontera Shiraz,6.12,8.99,1500.0,698,4271.76,651.0,6157.49,4188.08,144.88,8510.41,1885.7299999999996,30.624978684496433,0.9326647564469914,1.4414409985579713
653,STATE WINE & SPIRITS,26833,Clemento VII Toscano,13.24,19.99,750.0,322,4263.28,173.0,3458.27,1239.3799999999999,19.36,8014.9800000000005,-805.0099999999998,-23.27782388303978,0.5372670807453416,0.8111759021223096
9552,M S WALKER INC,25113,Keller Est 13 Cruz Vyd Chard,25.34,36.99,750.0,168,4257.12,25.0,924.75,813.7800000000001,2.7600000000000002,55551.82,-3332.37,-360.35360908353607,0.1488095238095238,0.21722432066749353
90047,CRUSH WINES,19039,The Path Pnt Nr,6.45,10.99,750.0,660,4257.0,607.0,6672.93,4674.74,67.15,1457.73,2415.9300000000003,36.20493546313239,0.9196969696969697,1.5675193798449614
17035,PERNOD RICARD USA,2088,The Glenlivet 25 Yr Old,223.87,299.99,750.0,19,4253.53,9.0,2699.91,2699.91,7.11,123780.22,-1553.62,-57.5433995948013,0.47368421052631576,0.6347457288416914
9165,ULTRA BEVERAGE COMPANY LLP,2480,Kavalan Concertmaster,70.86,89.99,750.0,60,4251.6,4.0,359.96,359.96,3.16,68054.7,-3891.6400000000003,-1081.1312368040894,0.06666666666666667,0.08466459685765358
1392,CONSTELLATION BRANDS INC,25918,Hogue Cellars Rsl Wash,5.88,9.99,750.0,723,4251.24,648.0,6824.52,3557.63,72.11,79528.99,2573.2800000000007,37.70638814158359,0.8962655601659751,1.6053010415784572
4425,MARTIGNETTI COMPANIES,2717,Big Peat Scotch,43.38,58.99,750.0,98,4251.24,137.0,8139.63,6950.83,108.10000000000001,144929.24,3888.3900000000003,47.77109033211583,1.3979591836734695,1.9146484319869028
90010,VINEXTRA INC,17292,Defesa Rose Alentejo,8.6,12.99,750.0,493,4239.8,433.0,5624.67,3884.01,47.96,524.94,1384.87,24.621355563970862,0.8782961460446247,1.326635690362753
4425,MARTIGNETTI COMPANIES,11396,Buried Cane Cab Svgn,8.44,12.99,750.0,502,4236.88,415.0,6106.85,3822.41,46.07,144929.24,1869.9700000000003,30.62086018159935,0.8266932270916335,1.4413554313551482
4425,MARTIGNETTI COMPANIES,35800,Penfolds T Hyland Shiraz,7.99,11.99,750.0,530,4234.7,1008.0,12085.92,7205.99,111.86,144929.24,7851.22,64.96170750757906,1.9018867924528302,2.854020355633221
4425,MARTIGNETTI COMPANIES,286,The Bitter Truth Elderflower,25.92,34.99,750.0,163,4224.96,43.0,1504.5700000000002,1364.6100000000001,33.94,144929.24,-2720.39,-180.80847019414182,0.26380368098159507,0.35611461410285544
8112,MOET HENNESSY USA INC,4109,Hennessy Paradis Imperial,2109.37,2699.99,750.0,2,4218.74,3.0,8099.969999999999,8099.969999999999,2.37,48347.26,3881.2299999999996,47.91659722196502,1.5,1.9199974399939317
6785,PALM BAY INTERNATIONAL INC,35430,Planeta Chardonnay di Sicil,20.68,29.99,750.0,204,4218.72,110.0,2977.8999999999996,1763.35,12.21,13605.41,-1240.8200000000006,-41.667618120151815,0.5392156862745098,0.7058776121667234
2561,EDRINGTON AMERICAS,2439,Highland Park Ice Edition,234.37,299.99,750.0,18,4218.66,5.0,1499.95,1499.95,3.95,9654.5,-2718.71,-181.25337511250373,0.2777777777777778,0.35555128879786474
4425,MARTIGNETTI COMPANIES,34020,Champalou Vouvray Cuvee Fon,13.6,24.99,750.0,310,4216.0,277.0,5350.23,2342.79,30.86,144929.24,1134.2299999999996,21.19964936086859,0.8935483870967742,1.2690298861480074
9552,M S WALKER INC,26299,Excelsior Svgn Bl,7.14,10.99,750.0,590,4212.6,590.0,4572.6,2579.78,65.62,55551.82,360.0,7.872982548222017,1.0,1.0854579119783507
10754,PERFECTA WINES,24049,Ozeki Hana Awaka Sprkl Sake,5.91,8.99,250.0,712,4207.92,595.0,5349.05,3209.4300000000003,23.21,28720.52,1141.13,21.33332087006104,0.8356741573033708,1.2711862392821156
9165,ULTRA BEVERAGE COMPANY LLP,25740,Oberon Chardonnay,12.41,21.99,750.0,339,4206.99,306.0,5011.139999999999,3394.22,33.89,68054.7,804.1499999999996,16.047246734276026,0.9026548672566371,1.1911461638843923
9552,M S WALKER INC,26943,Jordan Cab Svgn Alex Valley,33.11,49.99,750.0,127,4204.97,269.0,13447.31,6098.780000000001,29.94,55551.82,9242.34,68.73002853358776,2.1181102362204722,3.1979562279873575
516,BANFI PRODUCTS CORP,6344,Walnut Crest Chard Central,6.62,11.99,1500.0,635,4203.7,662.0,7042.38,3121.04,148.34,8510.41,2838.6800000000003,40.30853205876423,1.04251968503937,1.6752812998073128
17037,Dunn Wine Brokers,11703,Macchia Mischievous Znfdl Lo,14.48,20.99,750.0,290,4199.2,209.0,4386.91,1217.4199999999998,23.41,358.03000000000003,187.71000000000004,4.278865989956485,0.7206896551724138,1.0447013716898457
1587,VINEYARD BRANDS LLC,27764,Warre's Port 2000,24.99,37.99,375.0,168,4198.32,0.0,0.0,0.0,0.0,6070.09,-4198.32,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,2762,The Steward's Solera Bourbon,40.73,54.99,750.0,103,4195.1900000000005,378.0,14850.220000000001,8611.82,297.94,68054.7,10655.03,71.74998080836514,3.6699029126213594,3.5398206040727596
9819,TREASURY WINE ESTATES,40240,Beringer Classic Wh Zin Spkl,5.33,9.99,750.0,787,4194.71,598.0,5260.02,2571.07,66.52,14836.57,1065.3100000000004,20.25296481762427,0.7598475222363406,1.2539651132021046
9552,M S WALKER INC,16325,Smoking Loon Red Loonatic,4.68,6.79,750.0,896,4193.28,769.0,6901.31,3908.7000000000003,85.55,55551.82,2708.0300000000007,39.239361802324495,0.8582589285714286,1.6458023313492065
4425,MARTIGNETTI COMPANIES,23116,Patz & Hall Sonoma Cst Chard,21.28,32.99,750.0,197,4192.16,187.0,6169.13,3892.82,20.72,144929.24,1976.9700000000003,32.04617182649742,0.949238578680203,1.4715874394107096
9552,M S WALKER INC,13767,Catena Vista Flores Malbec,9.45,13.99,750.0,443,4186.35,395.0,5526.05,1273.09,44.35,55551.82,1339.6999999999998,24.243356466191944,0.891647855530474,1.3200162432668074
9165,ULTRA BEVERAGE COMPANY LLP,11333,Herzog Kosher Cab Svgn,9.2,13.99,750.0,455,4186.0,439.0,5947.61,3892.14,48.63,68054.7,1761.6099999999997,29.618788050998635,0.9648351648351648,1.4208337314859054
9552,M S WALKER INC,12067,Casalini Pnt Grigio,4.57,6.99,750.0,915,4181.55,911.0,6367.889999999999,992.58,102.30000000000001,55551.82,2186.3399999999992,34.33382172116666,0.9956284153005465,1.5228539656347524
9165,ULTRA BEVERAGE COMPANY LLP,15981,Verde Sole Znfdl,9.33,14.99,750.0,448,4179.84,435.0,5990.65,3697.32,48.300000000000004,68054.7,1810.8099999999995,30.227270830377336,0.9709821428571429,1.4332247167355687
9165,ULTRA BEVERAGE COMPANY LLP,15970,Alexana Revana Vyd Pnt Nr,21.42,32.99,750.0,195,4176.900000000001,174.0,7402.26,5317.75,19.26,68054.7,3225.3599999999997,43.57263862658161,0.8923076923076924,1.7721899016016662
8112,MOET HENNESSY USA INC,17378,Terrazas Torrontes Rsv 10,8.27,11.99,750.0,505,4176.349999999999,480.0,5973.2,3377.28,53.33,48347.26,1796.8500000000004,30.081865666644354,0.9504950495049505,1.4302441126821268
1587,VINEYARD BRANDS LLC,27765,Warre's Port 2003,23.33,34.99,375.0,179,4176.07,4.0,139.96,104.97,0.22999999999999998,6070.09,-4036.1099999999997,-2883.7596456130323,0.0223463687150838,0.03351476388087365
9165,ULTRA BEVERAGE COMPANY LLP,23820,Le Mistral Red,16.12,38.99,750.0,259,4175.08,650.0,16243.5,5897.639999999999,72.58,68054.7,12068.42,74.29691876750701,2.5096525096525095,3.8905841325196167
10754,PERFECTA WINES,23890,Cycles Gladiator Merlot,9.14,13.99,750.0,456,4167.84,24.0,335.76,27.98,2.7,28720.52,-3832.08,-1141.3152251608292,0.05263157894736842,0.08055971438442934
12546,JIM BEAM BRANDS COMPANY,564,DeKuyper Blue Curacao,6.61,8.99,1000.0,630,4164.299999999999,574.0,5160.26,2580.13,602.7,123880.97,995.960000000001,19.300577877858885,0.9111111111111111,1.2391662464279714
653,STATE WINE & SPIRITS,23796,Mayu Pedro Ximenez,8.84,14.99,750.0,471,4163.64,692.0,8989.08,4273.71,77.06,8014.9800000000005,4825.44,53.68113310817124,1.4692144373673035,2.158947459434533
90047,CRUSH WINES,20324,The Peach Chenin Bl/Viognier,7.99,13.99,750.0,521,4162.79,467.0,6245.33,4830.41,51.6,1457.73,2082.54,33.34555579929323,0.8963531669865643,1.5002750559120206
7255,PSP WINES,23123,Federico Ferrero Chard Langh,8.78,14.99,750.0,474,4161.72,414.0,5435.86,2917.78,46.050000000000004,648.71,1274.1399999999994,23.439529347702102,0.8734177215189873,1.3061570696731157
4425,MARTIGNETTI COMPANIES,24755,Sokol Blosser Evolution Pnt,7.79,21.99,750.0,534,4159.86,1144.0,15573.56,4337.93,128.12,144929.24,11413.7,73.28895897919294,2.142322097378277,3.7437702230363525
8112,MOET HENNESSY USA INC,23873,Cloudy Bay 12 Te Koko,26.66,39.99,750.0,156,4158.96,75.0,2999.25,2039.49,8.32,48347.26,-1159.71,-38.666666666666664,0.4807692307692308,0.7211538461538461
653,STATE WINE & SPIRITS,23256,Robert Hall Cab Svgn,9.39,13.99,750.0,442,4150.38,1839.0,25727.61,9751.03,205.35,8014.9800000000005,21577.23,83.86799240193706,4.160633484162896,6.198856490249086
3960,DIAGEO NORTH AMERICA INC,1193,Clynelish Cask Strgth Scotch,592.59,799.99,750.0,7,4148.13,1.0,799.99,799.99,0.79,257032.07,-3348.1400000000003,-418.5227315341442,0.14285714285714285,0.19285557588600163
3960,DIAGEO NORTH AMERICA INC,2046,Whoop & Holler Bourbon,129.62,174.99,750.0,32,4147.84,0.0,0.0,0.0,0.0,257032.07,-4147.84,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,21382,Barkan Clsc Merlot,9.08,13.99,750.0,456,4140.48,407.0,5693.93,3623.41,45.14,144929.24,1553.4500000000007,27.28256230758019,0.8925438596491229,1.3751859687765673
10754,PERFECTA WINES,25255,Calera Ctrl Coast Chard,12.66,19.99,750.0,327,4139.82,211.0,4237.889999999999,2585.7099999999996,23.38,28720.52,98.06999999999971,2.3141233019261875,0.6452599388379205,1.0236894357725697
4425,MARTIGNETTI COMPANIES,156,The Bitter Truth Cucumber Bi,15.5,19.99,200.0,267,4138.5,53.0,1059.47,1019.4899999999999,11.129999999999999,144929.24,-3079.0299999999997,-290.6198382209972,0.19850187265917604,0.25600338286818897
10754,PERFECTA WINES,25194,Ch Beaulieu Lalande de Pomer,11.48,16.99,750.0,360,4132.799999999999,313.0,5317.87,3822.7499999999995,34.59,28720.52,1185.0700000000006,22.28467412704712,0.8694444444444445,1.2867474835462642
11567,CAMPARI AMERICA,356,Carolans Irish Cr Gift Set,9.12,13.49,750.0,453,4131.360000000001,490.0,6142.6,4319.58,386.23,20964.81,2011.2399999999998,32.742486894800244,1.0816777041942605,1.4868227411796597
3664,WILLIAM GRANT & SONS INC,5135,Ancho Reyes Chile Liqueur,17.26,29.99,750.0,239,4125.14,405.0,10498.949999999999,6609.47,319.1,30234.420000000002,6373.809999999999,60.70902328328071,1.6945606694560669,2.545113620386217
7153,PINE STATE TRADING CO,40219,Fat Bastard Merlot,6.75,10.99,750.0,611,4124.25,519.0,5771.81,4015.4,57.36,15884.82,1647.5600000000004,28.544945173177915,0.8494271685761048,1.3994811177789903
12546,JIM BEAM BRANDS COMPANY,971,Sauza Extra Gold Tequila,11.42,15.99,1000.0,361,4122.62,454.0,7259.46,4685.07,476.7,123880.97,3136.84,43.21037652938373,1.257617728531856,1.760885068233308
90047,CRUSH WINES,27551,Anne Amie Twelve Oaks Pnt Nr,24.51,37.99,750.0,168,4117.68,18.0,683.82,493.87,1.99,1457.73,-3433.86,-502.1584627533561,0.10714285714285714,0.16606924287462843
4425,MARTIGNETTI COMPANIES,15357,Greystone Cellars Cab Svgn,6.89,10.99,750.0,597,4113.33,511.0,5447.89,3202.98,56.69,144929.24,1334.5600000000004,24.496823540857108,0.8559463986599665,1.3244475886933458
3252,E & J GALLO WINERY,25146,Barefoot Cellars Winter Red,3.39,4.99,750.0,1213,4112.07,764.0,4229.66,1283.1100000000001,85.5,61966.91,117.59000000000015,2.7801288992495885,0.629843363561418,1.0285963030784981
10754,PERFECTA WINES,24799,The Chard Project Chard,8.55,12.99,750.0,480,4104.0,287.0,3882.13,2289.28,31.84,28720.52,-221.8699999999999,-5.715161522154072,0.5979166666666667,0.9459381091617934
9165,ULTRA BEVERAGE COMPANY LLP,25697,Artesa Cab Svgn Estate Rsv,48.27,69.99,750.0,85,4102.95,5.0,349.95,349.95,0.55,68054.7,-3753.0,-1072.4389198456922,0.058823529411764705,0.08529228969400066
17035,PERNOD RICARD USA,217,Absolut Vanilia,14.7,21.99,1000.0,279,4101.3,268.0,5525.32,3066.5099999999998,281.40000000000003,123780.22,1424.0199999999995,25.77262493394047,0.9605734767025089,1.347211859654256
7153,PINE STATE TRADING CO,23014,Marietta Clrs Angeli Cuvee,17.23,24.99,750.0,238,4100.74,161.0,4146.389999999999,2379.0699999999997,17.89,15884.82,45.649999999999636,1.1009577005539672,0.6764705882352942,1.0111321371264699
9552,M S WALKER INC,25496,Sierra Cantabria Unica Rsv 0,12.24,17.99,750.0,335,4100.4,321.0,5774.79,2230.7599999999998,35.82,55551.82,1674.3900000000003,28.994820590878632,0.9582089552238806,1.4083479660520926
4425,MARTIGNETTI COMPANIES,40365,Rochioli Pinot Noir RRV,49.34,74.99,750.0,83,4095.2200000000003,81.0,6074.19,2699.64,9.05,144929.24,1978.9699999999993,32.57998185766332,0.9759036144578314,1.48323899570719
9165,ULTRA BEVERAGE COMPANY LLP,14300,Masi Passo Doble,7.43,11.99,750.0,551,4093.93,538.0,6386.62,4318.37,59.6,68054.7,2292.69,35.898331198662206,0.9764065335753176,1.5600217883549548
653,STATE WINE & SPIRITS,5431,Pumpkin King Liqueur,15.99,19.99,375.0,256,4093.44,234.0,4717.66,3438.2899999999995,91.72,8014.9800000000005,624.2199999999998,13.231559713925966,0.9140625,1.1524927689180737
