VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
9815,WINE GROUP INC,18010,Cocobon Red,3.92,5.99,750.0,11518,45150.56,10487.0,67330.13,24080.920000000002,1172.15,27100.41,22179.570000000007,32.941522614021395,0.9104879319326272,1.4912357676183863
12546,JIM BEAM BRANDS COMPANY,2161,Canadian Club Classic,15.26,19.99,750.0,2957,45123.82,2539.0,53686.60999999999,38402.82,2001.65,123880.97,8562.789999999994,15.949582214261609,0.8586405140344944,1.189762081313151
6213,MHW LTD,8658,Absente 'Absinthe Refined',24.28,33.99,750.0,1854,45015.12,1475.0,54385.25,48074.98,1163.8300000000002,9621.58,9370.129999999997,17.229175189964185,0.7955771305285868,1.208155170973664
9815,WINE GROUP INC,6523,Franzia Burgundy Tap Red,10.06,14.99,5000.0,4473,44998.380000000005,4299.0,70515.01,46989.38,3224.25,27100.41,25516.62999999999,36.186097116060814,0.9610999329309189,1.5670566362611273
12546,JIM BEAM BRANDS COMPANY,5826,DeKuyper Razzmatazz,6.86,8.99,750.0,6559,44994.74,6085.0,56571.15,39186.9,4795.17,123880.97,11576.410000000003,20.463451777098403,0.9277328861106876,1.2572836291530967
9206,PHILLIPS PRODUCTS CO.,9037,Prairie Organic Cucumber Vod,11.93,17.99,750.0,3769,44964.17,3522.0,70206.78,49579.1,2775.52,2211.83,25242.61,35.95466135891719,0.9344653754311488,1.5613938831740917
9552,M S WALKER INC,27145,Schmitt Sohne QbA,6.03,8.99,750.0,7450,44923.5,6676.0,64235.24,36645.06,741.36,55551.82,19311.739999999998,30.064089431284135,0.8961073825503356,1.429880574754861
516,BANFI PRODUCTS CORP,23712,Bell'Agio Chianti Flask,6.8,9.99,750.0,6596,44852.799999999996,6191.0,63768.090000000004,34616.63,688.16,8510.41,18915.290000000008,29.662625930931924,0.9385991510006064,1.4217192683622875
3664,WILLIAM GRANT & SONS INC,8660,Drambuie Liqueur,9.69,12.99,375.0,4620,44767.8,4073.0,50898.270000000004,28821.96,1598.84,30234.420000000002,6130.470000000001,12.044554755986796,0.8816017316017316,1.1369392733169823
2242,DELICATO VINEYARDS INC,25524,Z Alexander Brown Uncaged Ca,13.24,19.99,750.0,3380,44751.2,2449.0,37140.51,18228.04,272.81,7982.65,-7610.689999999995,-20.491614143155264,0.7245562130177515,0.8299332755322764
4425,MARTIGNETTI COMPANIES,21735,Millet Roger Sancerrre,17.56,25.99,750.0,2548,44742.88,1550.0,39412.5,22407.19,172.15,144929.24,-5330.379999999997,-13.524592451633358,0.6083202511773941,0.8808664082419371
10754,PERFECTA WINES,12478,Commanderie Bargmn Prov Rose,10.96,16.99,750.0,4069,44596.240000000005,4160.0,78448.4,32218.879999999997,464.3,28720.52,33852.15999999999,43.15213567134574,1.0223642172523961,1.7590810346343095
4950,LATITUDE BEVERAGE COMPANY,16320,Ninety+Cellars Lot 42 Pnt Gr,5.84,8.99,750.0,7634,44582.56,6980.0,65426.2,26190.420000000002,779.22,1610.0,20843.64,31.858246390589702,0.9143306261461881,1.4675290068582871
12546,JIM BEAM BRANDS COMPANY,6670,Pinnacle Pineapple Vodka,7.24,9.99,750.0,6151,44533.24,5713.0,60800.87,46156.81,4503.37,123880.97,16267.630000000005,26.755587543401937,0.9287920663306779,1.3652918583961104
516,BANFI PRODUCTS CORP,22079,C Y Toro Casa Diblo Cab Svgn,4.59,9.99,750.0,9700,44523.0,8267.0,74094.77,33678.23,921.82,8510.41,29571.770000000004,39.910738639177914,0.8522680412371134,1.6641908676414439
2000,SOUTHERN WINE & SPIRITS NE,19453,Wente Southern Hill Cab Svgn,9.65,16.99,750.0,4612,44505.8,4027.0,57681.73,32723.18,447.3,19016.59,13175.93,22.842466756804967,0.8731569817866436,1.2960497283500128
10754,PERFECTA WINES,2289,Whistle Pig Boss Hog Rye,239.19,298.99,750.0,186,44489.340000000004,5.0,1494.95,597.98,3.9299999999999997,28720.52,-42994.39000000001,-2875.975116224623,0.026881720430107527,0.03360243150381642
1392,CONSTELLATION BRANDS INC,28579,R M Woodbridge Merlot Cal,3.24,7.99,750.0,13731,44488.44,13167.0,75809.05,26660.030000000002,1472.52,79528.99,31320.61,41.31513321958262,0.9589250600830238,1.7040168187511182
9165,ULTRA BEVERAGE COMPANY LLP,25699,Havens Merlot Napa 13,12.9,19.99,750.0,3448,44479.200000000004,1529.0,30564.71,15052.47,170.33,68054.7,-13914.490000000005,-45.524691711454174,0.44344547563805103,0.6871686091476464
9552,M S WALKER INC,31160,Monsanto Chianti Clsc RSV,13.24,21.99,750.0,3357,44446.68,2873.0,63261.27,34822.21,319.26,55551.82,18814.589999999997,29.741088030638647,0.8558236520703009,1.423306982658772
5992,MCCORMICK DISTILLING CO,2912,Platte Valley KY Moonshine,12.87,16.99,750.0,3453,44440.11,2944.0,50018.56,40606.1,2321.78,1567.85,5578.449999999997,11.152760095452564,0.8525919490298292,1.125527367056472
4425,MARTIGNETTI COMPANIES,44072,Bogle Russian River Pnt Nr,7.23,10.99,750.0,6145,44428.35,5531.0,62679.69,34313.82,614.78,144929.24,18251.340000000004,29.118427356612646,0.9000813669650122,1.410803912366766
12546,JIM BEAM BRANDS COMPANY,5489,DeKuyper Hot Damn Cinnamon,7.57,9.99,750.0,5869,44428.33,5287.0,54765.13,40390.04,4167.11,123880.97,10336.799999999996,18.874784009460026,0.9008348952121316,1.23266235755429
4425,MARTIGNETTI COMPANIES,13963,Yellow Tail Pnt Nr,6.75,9.99,1500.0,6581,44421.75,5949.0,64222.51,37993.840000000004,1327.96,144929.24,19800.760000000002,30.831495063023855,0.9039659626196627,1.4457447083917225
17035,PERNOD RICARD USA,419,Absolut Citron,15.99,21.99,1000.0,2778,44420.22,2665.0,55233.35,33112.009999999995,2798.25,123780.22,10813.129999999997,19.577175746175087,0.9593232541396688,1.2434281054888967
4425,MARTIGNETTI COMPANIES,18951,Caymus Conundrum Red,12.07,17.99,750.0,3679,44405.53,3211.0,72917.89,33770.11,357.7,144929.24,28512.36,39.10200912286409,0.872791519434629,1.6420902982128578
7153,PINE STATE TRADING CO,14184,Ch M Vert Lussac St Emilion,8.72,14.99,750.0,5092,44402.24,5010.0,68970.9,37292.97,557.03,15884.82,24568.659999999996,35.62177672032698,0.9838963079340142,1.5533202829406805
8112,MOET HENNESSY USA INC,1523,Hennessy XO Cognac/Glass Pak,149.25,199.99,750.0,297,44327.25,186.0,30378.140000000003,18098.9,146.54,48347.26,-13949.109999999997,-45.91824910939246,0.6262626262626263,0.6853152406251234
90032,LABELLE VYDS AND WINERY,12111,LaBelle Winery Cranberry,10.73,15.99,750.0,4131,44325.63,3408.0,54493.92,34346.520000000004,378.05,778.25,10168.29,18.659494490394525,0.8249818445896877,1.2293997851807184
4425,MARTIGNETTI COMPANIES,23129,Sensi 18K Prosecco,12.24,19.99,750.0,3620,44308.799999999996,2743.0,53945.57,32399.53,304.59000000000003,144929.24,9636.770000000004,17.863876496253546,0.7577348066298343,1.2174911078611925
4425,MARTIGNETTI COMPANIES,25036,Albola Pinot Grigio,7.53,10.99,750.0,5883,44298.99,5426.0,60434.62,32368.18,603.22,144929.24,16135.630000000005,26.699315723338717,0.9223185449600544,1.3642437446090758
9165,ULTRA BEVERAGE COMPANY LLP,44620,A to Z Ore Chard,10.73,15.99,750.0,4124,44250.52,3575.0,49335.09,24270.31,397.95,68054.7,5084.57,10.306193826746846,0.8668768186226964,1.114904186436679
4425,MARTIGNETTI COMPANIES,44854,Duckhorn Merlot Napa,35.37,52.99,750.0,1250,44212.5,1009.0,52041.91,32865.61,111.81,144929.24,7829.4100000000035,15.044432458378262,0.8072,1.1770858919988691
8673,STE MICHELLE WINE ESTATES,46098,Ch Ste Michelle Rsl Dry Colu,6.03,8.99,750.0,7325,44169.75,6537.0,63804.63,31576.02,728.22,15919.7,19634.879999999997,30.773440736197355,0.8924232081911263,1.4445322873686175
17031,FLAG HILL WINERY & VINEYARD,2083,Flag Hill Straight Bourbon,31.49,39.99,750.0,1400,44086.0,1144.0,45748.560000000005,36030.990000000005,902.0600000000001,1573.31,1662.560000000005,3.6341253145454298,0.8171428571428572,1.0377117452252418
9165,ULTRA BEVERAGE COMPANY LLP,3346,Nautical Gin,25.57,32.99,750.0,1723,44057.11,1021.0,29580.789999999997,16403.329999999998,804.58,68054.7,-14476.320000000003,-48.93824674729784,0.5925710969239698,0.671419210202394
1590,DIAGEO CHATEAU ESTATE WINES,8233,Beaulieu Cab Svgn Rutherford,17.31,24.99,750.0,2541,43984.71,2062.0,48165.38,24682.539999999997,1624.23,7259.75,4180.669999999998,8.679823557916492,0.811491538764266,1.0950482565418755
9165,ULTRA BEVERAGE COMPANY LLP,4283,Hochstadter's Slow and Low,13.84,20.99,750.0,3175,43942.0,2546.0,51341.53999999999,41034.649999999994,2007.6200000000001,68054.7,7399.539999999994,14.412384201954195,0.8018897637795276,1.1683933366710662
6213,MHW LTD,5378,Galliano L'Autentico Liqueur,20.15,25.99,750.0,2180,43927.0,2044.0,53841.56,43809.369999999995,1612.14,9621.58,9914.559999999998,18.414325290723372,0.9376146788990826,1.2257053748264164
4425,MARTIGNETTI COMPANIES,37071,Caymus Conundrum White,11.56,16.99,750.0,3798,43904.88,3053.0,69519.47,39478.649999999994,339.03000000000003,144929.24,25614.590000000004,36.84520322148602,0.8038441284886783,1.5834110012372202
660,SAZERAC NORTH AMERICA INC.,2149,Canadian Ltd Traveler,5.34,6.99,750.0,8219,43889.46,7724.0,57534.76,44977.73,6089.7,17932.33,13645.300000000003,23.71661930978769,0.9397736950967271,1.3109015239649793
8004,SAZERAC CO INC,5090,El Charro Silver Tequila,10.23,12.99,750.0,4290,43886.700000000004,3760.0,50696.4,38376.590000000004,2963.9900000000002,50293.62,6809.699999999997,13.43231472057187,0.8764568764568764,1.1551654601507972
12546,JIM BEAM BRANDS COMPANY,4414,Cruzan Pineapple Rum,7.93,9.99,750.0,5527,43829.11,5066.0,51015.340000000004,32251.0,3991.25,123880.97,7186.230000000003,14.08641008763247,0.9165912791749593,1.163960208181275
4425,MARTIGNETTI COMPANIES,11456,Burgess Cab Svgn Napa,22.72,35.99,750.0,1926,43758.72,1628.0,58283.72,43076.98,180.02,144929.24,14525.0,24.921195833073114,0.8452751817237798,1.3319338408436079
4425,MARTIGNETTI COMPANIES,2652,Michter's American Whiskey,32.55,44.99,750.0,1344,43747.200000000004,769.0,31131.31,25879.61,606.4300000000001,144929.24,-12615.890000000003,-40.524764296780326,0.5721726190476191,0.7116183435739887
28750,SMOKY QUARTZ DISTILLERY LLC,1714,Smoky Quartz V5 Bourbon,22.04,27.99,375.0,1984,43727.36,1173.0,32832.27,23987.43,459.59000000000003,342.65,-10895.090000000004,-33.18408992128782,0.5912298387096774,0.7508404349130612
4425,MARTIGNETTI COMPANIES,450,Vincent Van Gogh Double Esp,19.52,24.99,750.0,2238,43685.76,1812.0,45281.88,33061.77,1428.07,144929.24,1596.1199999999953,3.5248536500692893,0.8096514745308311,1.036536390805608
12546,JIM BEAM BRANDS COMPANY,1698,Knob Creek 2001 Bourbon,95.58,129.99,750.0,457,43680.06,149.0,19368.510000000002,17678.64,117.60000000000001,123880.97,-24311.549999999996,-125.52101323230333,0.32603938730853393,0.4434176601405768
11567,CAMPARI AMERICA,5128,Carolans Irish Cream,8.98,11.49,750.0,4860,43642.8,4142.0,52375.58,40028.43,3265.67,20964.81,8732.779999999999,16.67338099167589,0.8522633744855967,1.2000966940709579
1392,CONSTELLATION BRANDS INC,26456,Ravenswood Vntnrs Blnd Chard,4.5,7.99,750.0,9690,43605.0,9892.0,71923.48,26900.78,1105.68,79528.99,28318.479999999996,39.373067042918386,1.0208462332301342,1.6494319458777662
7245,PROXIMO SPIRITS INC.,8642,Jose Cuervo RTD Pink Lemonad,12.49,15.99,1750.0,3491,43602.59,2680.0,36357.2,24317.07,4925.66,38994.78,-7245.389999999999,-19.92834981791777,0.7676883414494414,0.8338312013116652
1392,CONSTELLATION BRANDS INC,8455,R Mondavi Fume Bl Napa Vly,10.88,16.99,750.0,4005,43574.4,2669.0,41430.31,24858.95,296.25,79528.99,-2144.090000000004,-5.175172476382638,0.6664169787765294,0.9507947326870823
1655,FABRIZIA SPIRITS LLC,5669,Fabrizia Blood Orange,13.38,16.99,750.0,3254,43538.520000000004,2401.0,41468.99,30353.359999999997,1892.81,1824.89,-2069.530000000006,-4.990548359147416,0.737861094038107,0.9524666892673429
7153,PINE STATE TRADING CO,6081,Kinky Blue Liqueur,1.46,1.99,50.0,29741,43421.86,27065.0,53859.35,18942.81,1404.27,15884.82,10437.489999999998,19.37916072139749,0.9100232002958878,1.240374088074532
9165,ULTRA BEVERAGE COMPANY LLP,8262,Metcalfe's Vermont Maple,15.82,21.99,750.0,2744,43410.08,2375.0,52263.25,41499.159999999996,1872.77,68054.7,8853.169999999998,16.93957034818921,0.8655247813411079,1.203942724823359
480,BACARDI USA INC,8130,Bacardi Superior Rum,0.93,1.29,50.0,46658,43391.94,42156.0,54381.24,13446.960000000001,2201.79,89286.27,10989.299999999996,20.207887867213024,0.9035106519782246,1.2532567108085049
1587,VINEYARD BRANDS INC,19934,Perrin Cotes du Rhone RSV Rg,6.7,9.99,750.0,6464,43308.8,5796.0,58977.04,28621.02,645.5,6070.09,15668.239999999998,26.56667747313191,0.8966584158415841,1.3617795921383182
17035,PERNOD RICARD USA,2648,Chivas Regal,12.21,16.49,375.0,3546,43296.66,3035.0,49696.15,37090.409999999996,1188.46,123780.22,6399.489999999998,12.877234956832668,0.8558939650310209,1.1478056275010589
480,BACARDI USA INC,5560,Bacardi Mojito Cocktail,12.79,15.99,1750.0,3385,43294.149999999994,3263.0,56144.369999999995,42836.34,5998.62,89286.27,12850.220000000001,22.887815821960427,0.9639586410635155,1.296811924936741
10754,PERFECTA WINES,37312,Salmon Run NY Pnt Nr,7.99,11.99,750.0,5417,43281.83,4385.0,63727.35,39800.14,486.26,28720.52,20445.519999999997,32.08280275266427,0.8094886468525014,1.4723811354556866
9552,M S WALKER INC,8135,Choco Lat Liqueur,8.45,10.99,750.0,5121,43272.450000000004,4467.0,49092.33,36838.48,3521.38,55551.82,5819.879999999997,11.854967975649142,0.872290568248389,1.1344938869881414
12546,JIM BEAM BRANDS COMPANY,5228,DeKuyper Wh Cr de Menthe,7.02,8.99,750.0,6155,43208.1,5431.0,48824.69,33406.840000000004,4279.88,123880.97,5616.590000000004,11.5035855834415,0.8823720552396426,1.1299892844165793
9165,ULTRA BEVERAGE COMPANY LLP,41530,Septima Malbec Mendoza,5.84,9.99,750.0,7397,43198.479999999996,6945.0,65756.55,27163.46,775.2,68054.7,22558.070000000007,34.30543421149681,0.9388941462755171,1.5221959198564396
2000,SOUTHERN WINE & SPIRITS NE,38946,Bully Hill Sweet Walter Rd,5.59,8.99,750.0,7711,43104.49,6652.0,63093.48,32081.95,740.41,19016.59,19988.990000000005,31.68154617561118,0.8626637271430424,1.4637333604921439
3664,WILLIAM GRANT & SONS INC,4764,Flor de Cana Gran Rsv Rum,14.81,23.99,750.0,2910,43097.1,2597.0,53666.03,36690.299999999996,2046.46,30234.420000000002,10568.93,19.69389202070658,0.8924398625429554,1.2452352942541378
3252,E & J GALLO WINERY,17875,Darkhorse Chard,5.44,7.99,750.0,7922,43095.68,6867.0,54867.33,23147.03,766.32,61966.91,11771.650000000001,21.45475276453219,0.8668265589497601,1.2731515084574603
7245,PROXIMO SPIRITS INC.,8442,1800 Silver Tequila,9.32,14.49,375.0,4624,43095.68,4172.0,58506.28,47292.93,1633.15,38994.78,15410.599999999999,26.340078364237137,0.9022491349480969,1.357590366366188
4425,MARTIGNETTI COMPANIES,28092,Cline Ancient Vin Znfdl,9.67,14.99,750.0,4456,43089.520000000004,3994.0,61629.06,35556.97,443.39,144929.24,18539.539999999994,30.08246434393125,0.8963195691202872,1.4302563593189246
4425,MARTIGNETTI COMPANIES,21317,Bartenura Moscato,9.33,13.99,750.0,4618,43085.939999999995,3974.0,55596.26,26776.86,442.76,144929.24,12510.320000000007,22.502089169307443,0.8605456907752274,1.2903573648387388
12546,JIM BEAM BRANDS COMPANY,2159,Connemara Irish Whiskey,30.53,39.99,750.0,1410,43047.3,1106.0,47083.94,39195.79,872.45,123880.97,4036.6399999999994,8.573284223877609,0.7843971631205674,1.0937721994178498
3960,DIAGEO NORTH AMERICA INC,2568,Lagavulin 8Yr 200th Ltd Edtn,46.76,64.99,750.0,920,43019.2,381.0,24761.19,16767.42,300.19,257032.07,-18258.01,-73.73639958338028,0.4141304347826087,0.5755846226801057
3960,DIAGEO NORTH AMERICA INC,1489,Crown Royal Cornerstone Blnd,47.99,59.99,750.0,896,42999.04,726.0,43552.74,21296.45,572.01,257032.07,553.6999999999971,1.2713321825446509,0.8102678571428571,1.0128770316732651
8004,SAZERAC CO INC,2686,AnCnoc 12 Yr Old Scotch,26.8,37.99,750.0,1602,42933.600000000006,1388.0,53583.12,45660.16,1095.08,50293.62,10649.519999999997,19.87476653095228,0.8664169787765293,1.2480462854267984
653,STATE WINE & SPIRITS,12697,Tapiz Malbec Mendoza,7.79,11.99,750.0,5509,42915.11,4695.0,56293.05,18488.58,525.96,8014.9800000000005,13377.940000000002,23.764816438263697,0.8522417861680885,1.3117302973241827
17035,PERNOD RICARD USA,3617,Olmeca Altos Reposado,15.82,21.99,750.0,2712,42903.840000000004,2795.0,61462.049999999996,50774.909999999996,2204.6,123780.22,18558.209999999992,30.19458348688336,1.0306047197640118,1.432553589608762
3252,E & J GALLO WINERY,18107,Barefoot Cellars Pink Moscat,3.22,6.29,750.0,13320,42890.4,11533.0,69395.27,34324.38,1284.5,61966.91,26504.870000000003,38.19405847113212,0.8658408408408408,1.617967423945685
9165,ULTRA BEVERAGE COMPANY LLP,7986,Sapling Vermont Maple Liquer,22.38,29.99,750.0,1915,42857.7,1593.0,47274.07,38025.189999999995,1256.29,68054.7,4416.370000000003,9.342055803530355,0.8318537859007833,1.103047293718515
9165,ULTRA BEVERAGE COMPANY LLP,38549,Stemmari Nero D'Avola,4.82,6.99,750.0,8884,42820.880000000005,8470.0,63903.3,23933.510000000002,946.13,68054.7,21082.42,32.99112878364654,0.9533993696533093,1.4923397183803788
480,BACARDI USA INC,4102,Bacardi Raspberry Rum,10.93,13.99,750.0,3917,42812.81,2918.0,32000.82,19142.600000000002,2298.4,89286.27,-10811.989999999998,-33.78660296829893,0.7449578759254532,0.7474589965012809
4425,MARTIGNETTI COMPANIES,10239,Cannonball Cab Svgn Cal,9.08,14.99,750.0,4712,42784.96,4348.0,64783.52,34313.12,483.67,144929.24,21998.559999999998,33.957031047402175,0.9227504244482173,1.5141657255259793
3924,HEAVEN HILL DISTILLERIES,8828,Lunazul Blanco Tequila,12.4,16.99,750.0,3444,42705.600000000006,2661.0,36863.39,27114.52,2097.33,14069.87,-5842.210000000006,-15.848271143809633,0.7726480836236934,0.8631980349181371
9165,ULTRA BEVERAGE COMPANY LLP,5102,Brinley Shipwreck Coconut Cr,19.22,24.99,750.0,2220,42668.399999999994,1481.0,30340.19,21139.719999999998,1167.28,68054.7,-12328.209999999995,-40.63326564533708,0.6671171171171171,0.7110693159340402
4425,MARTIGNETTI COMPANIES,15232,Flowers Pnt Nr Sonoma Coast,29.99,49.99,750.0,1422,42645.78,1423.0,66630.77,34542.66,158.41,144929.24,23984.990000000005,35.996867513312544,1.00070323488045,1.5624235270172102
4425,MARTIGNETTI COMPANIES,21004,Castle Rock Pnt Nr Carneros,5.19,7.99,750.0,8197,42542.43,8140.0,65038.6,17306.34,912.03,144929.24,22496.17,34.58895179170523,0.9930462364279614,1.528793724288904
3960,DIAGEO NORTH AMERICA INC,3315,Smirnoff Sorbet Rasp/Pomegra,0.74,0.99,50.0,57430,42498.2,51409.0,50894.91,11914.65,2684.82,257032.07,8396.710000000006,16.498133113900792,0.8951593243949155,1.1975780150688737
653,STATE WINE & SPIRITS,38772,Rob Stuart Big Fire Pnt Nr,10.96,17.99,750.0,3868,42393.28,3477.0,59689.229999999996,33320.56,386.32,8014.9800000000005,17295.949999999997,28.97666798516248,0.8989141675284384,1.4079880113074525
3960,DIAGEO NORTH AMERICA INC,825,Johnnie Walker Black Label,29.99,41.99,1000.0,1413,42375.87,1342.0,56350.58,28721.16,1409.1,257032.07,13974.71,24.79958502645403,0.9497523000707714,1.3297798959643778
7153,PINE STATE TRADING CO,10579,High Note Malbec Mendoza,6.62,9.99,750.0,6397,42348.14,5048.0,55349.72,29387.04,560.98,15884.82,13001.580000000002,23.489874926196556,0.789119899953103,1.3070165537376612
7239,REMY COINTREAU USA INC,4091,Mount Gay Black Barrel Rum,21.7,27.99,750.0,1949,42293.299999999996,1706.0,47918.939999999995,36984.84,1345.3,16978.67,5625.639999999999,11.73990910483412,0.8753206772703951,1.133014921985279
7153,PINE STATE TRADING CO,25711,Alexander Vly Vyd Cab Svgn,9.73,16.99,750.0,4346,42286.58,3468.0,55835.32,20890.16,387.64,15884.82,13548.739999999998,24.26553658150432,0.7979751495628163,1.3204028322933659
3252,E & J GALLO WINERY,13489,Don Miguel Gascon Malbec Rsv,12.83,18.99,750.0,3295,42274.85,2886.0,54805.14,30402.989999999998,320.82,61966.91,12530.29,22.863348218798457,0.8758725341426403,1.2964005785946018
7240,"PREMIUM PORT WINES, INC.",8265,Cockburns Fine Ruby Port,6.89,9.99,750.0,6126,42208.14000000001,5417.0,54115.83,32647.32,600.84,301.2,11907.689999999995,22.004079028262147,0.8842637936663402,1.28211833072957
7245,PROXIMO SPIRITS INC.,4366,Kracken Black Rum,14.81,19.99,750.0,2846,42149.26,1691.0,29937.089999999997,23393.809999999998,1333.13,38994.78,-12212.170000000006,-40.792775784152724,0.5941672522839072,0.7102637151874077
12546,JIM BEAM BRANDS COMPANY,3367,Pinnacle Pomegranate Vodka,7.57,10.99,750.0,5567,42142.19,5044.0,53841.56,37339.03,3975.0,123880.97,11699.369999999995,21.729255244461708,0.9060535297287587,1.2776165643028992
6785,PALM BAY INTERNATIONAL INC,43365,Cavit Riesling Trentino,6.89,9.99,1500.0,6112,42111.68,5675.0,62607.89,34910.8,1268.46,13605.41,20496.21,32.737423350315744,0.9285013089005235,1.4867108127721336
9819,TREASURY WINE ESTATES,23523,19 Crimes Cab Svgn,6.57,9.99,750.0,6407,42093.99,5551.0,57618.49,28341.74,618.15,14836.57,15524.5,26.943607859213248,0.8663961292336507,1.3688056180941746
